Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Samsung,Galaxy J1 Ace,j1pop3g,453MB,Phone,Spreadtrum SC7727S,480x800,240,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy J1 Ace,j1acevelte,919MB,Phone,Spreadtrum SC9830I,480x800,240,armeabi-v7a;armeabi,22,2.0
Samsung,Galaxy J1,j1nlte,661MB,Phone,Marvell PXA1908,480x800,240,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy J1,j1lte,661MB,Phone,Marvell PXA1908,480x800,240,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy J1,j1xqltetfnvzw,879MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,23,3.0
Samsung,Galaxy J1,j1xlteaio,892MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy J1,j13g,452MB,Phone,Spreadtrum SC7727S,480x800,240,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy J1,j1xltecan,892MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy J1,j1xlteatt,892MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy J1,j1qltevzw,880MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,21;22,3.0
Samsung,Galaxy Note 10.1 2014 Edition,lt03wifikx,2775-2776MB,Tablet,Samsung Exynos 5420,1600x2560,320,armeabi-v7a;armeabi,18;19,3.0
Samsung,Galaxy Note 10.1 2014 Edition,lt033g,2775-2776MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,18;19;22,3.0
Samsung,Galaxy Note 10.1 2014 Edition,lt03wifi,2775-2777MB,Tablet,Samsung Exynos 5420,1600x2560,320,armeabi-v7a;armeabi,18;19;22,3.0
Samsung,Galaxy Note 10.1 2014 Edition,lt03lte,2410-2804MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,18;19;22,3.0
Samsung,Galaxy Note 10.1 2014 Edition,lt03wifiue,2775-2777MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,18;19;22,3.0
Samsung,Galaxy Note 10.1 2014 Edition,lt03ltetmo,2802-2803MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Note 10.1 2014 Edition,lt03ltevzw,2410-2803MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,18;19;22,3.0
Samsung,Galaxy S9,SC-02K,3271-3582MB,Phone,Qualcomm SDM845,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy S9,starqltechn,3270-3581MB,Phone,Qualcomm SDM845,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy S9,starqltecs,3270-3582MB,Phone,Qualcomm SDM845,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy S9,SCV38,3271-3582MB,Phone,Qualcomm SDM845,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy S9,starqltecmcc,3270-3581MB,Phone,Qualcomm SDM845,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy S9,starlte,3396-3615MB,Phone,Samsung Exynos 9810,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy S9,starqlteue,3270-3582MB,Phone,Qualcomm SDM845,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy S9,starqltesq,3271-3581MB,Phone,Qualcomm SDM845,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy S9,starlteks,3396-3615MB,Phone,Samsung Exynos 9810,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy J7 Duo,j7duolte,3687MB,Phone,Samsung Exynos 7884,720x1280,280,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy J4,j4lte,1836-1837MB,Phone,Samsung Exynos 7570,720x1280,280,armeabi-v7a;armeabi,26;28,3.1
Samsung,Galaxy J3 Emerge,j3popltespr,1355MB,Phone,Qualcomm MSM8917,720x1280,320,armeabi-v7a;armeabi,23,3.0
Samsung,Galaxy A8(2018),jackpotltecan,3699-3701MB,Phone,Samsung Exynos 7885,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
Samsung,Galaxy A8(2018),jackpotlteks,3699-3701MB,Phone,Samsung Exynos 7885,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
Samsung,Galaxy A8(2018),jackpotlte,3699-3701MB,Phone,Samsung Exynos 7885,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
Samsung,Galaxy S7,heroqltemtr,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 ,heroltebmc,3534-3562MB,Phone,Samsung Exynos 8890,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 ,heroltelgt,3533-3562MB,Phone,Samsung Exynos 8890,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 ,heroqltespr,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqltechn,3417-3722MB,Phone,Qualcomm MSM8974,1080x1920,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqltevzw,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqlteue,3417-3722MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqlteaio,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 ,heroltektt,3533-3562MB,Phone,Samsung Exynos 8890,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 ,heroqlteatt,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqltelra,3417-3722MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 ,herolteskt,3533-3562MB,Phone,Samsung Exynos 8890,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqlteusc,3417-3722MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqlteacg,3417-3722MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqltetfnvzw,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 ,heroqltetmo,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqltecctvzw,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560;2560x1440,640,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Samsung,Galaxy S7 ,herolte,3533-3562MB,Phone,Samsung Exynos 8890,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy Tab A,gtaxlqltespr,1803-1810MB,Tablet,Qualcomm MSM8953,1200x1920;1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,23;24;27,3.1;3.2
Samsung,Galaxy Tab A,gt510lte,1891MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A,gta3xlwifi,1878MB,Tablet,Samsung Exynos 7904,1200x1920,240,armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy Tab A,gtasliteltecs,1849MB,Tablet,Qualcomm MSM8917,800x1280,213,armeabi-v7a;armeabi,27,3.0
Samsung,Galaxy Tab A,gt510wifi,1427-1428MB,Tablet,Qualcomm APQ8016,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A,gta3xl,1758MB,Tablet,Samsung Exynos 7904,1200x1920,240,armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy Tab A,gt5note10wifi,1890-1891MB,Tablet,Qualcomm APQ8016,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy A5(2017),a5y17lte,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A5(2017),a5y17ltecan,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A5(2017),a5y17ltelgt,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A5(2017),a5y17ltektt,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A5(2017),a5y17lteskt,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy Note4,trelteskt,2819-2827MB,Phone,Samsung Exynos 5433,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,trltechn,1871-3000MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,tre3caltektt,2819-2824MB,Phone,Samsung Exynos 5433,1440x2560,640,armeabi-v7a;armeabi,21;22;23,3.1
Samsung,Galaxy Note4,trltecan,2778-2783MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,tre3g,2827-2834MB,Phone,Samsung Exynos 5433,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,trltevzw,2778-2783MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,trlte,2778-2782MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,trlteusc,2778-2783MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;23,3.0;3.1
Samsung,Galaxy Note4,treltektt,2819-2827MB,Phone,Samsung Exynos 5433,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,trltespr,2778-2783MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,trlteatt,2777-2783MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,trltetmo,2778-2783MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,treltelgt,2819-2827MB,Phone,Samsung Exynos 5433,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,trelte,2827-2834MB,Phone,Samsung Exynos 5433,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,trltechnzh,2777-2783MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note4,trhplte,2812-2825MB,Phone,Samsung Exynos 5433,1440x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Tab A 8.0,gt5note8lte,1890-1891MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A 8.0,gt58wifi,1428-1429MB,Tablet,Qualcomm APQ8016,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A 8.0,gt5note8ltechn,1890-1891MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23,3.0
Samsung,Galaxy Tab A 8.0,gt58lte,1891-1892MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A 8.0,gt5note8wifi,1935MB,Tablet,Qualcomm APQ8016,768x1024,160,armeabi-v7a;armeabi,21;23,3.0
Samsung,Galaxy Tab A 8.0,gt58ltetmo,1892MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21,3.0
Samsung,Galaxy Tab A 8.0,gtasliteltevzw,1849MB,Tablet,Qualcomm MSM8917,800x1280,213,armeabi-v7a;armeabi,27,3.0
Samsung,Galaxy J5 Pro,j5y17ltextc,2824-2826MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy J5 Pro,j5y17ltedx,2824-2826MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy Folder2,elitexlte,1838MB,Phone,Qualcomm MSM8917,480x800,240,armeabi-v7a;armeabi,25,3.0
Samsung,Galaxy S5,kltelgt,1703-1853MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S5,klte,1704-1856MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S5,kltecan,1704-1856MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
Samsung,Galaxy S5,kltespr,1704-1856MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S5,kltevzw,1704-1855MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S5,klteusc,1704-1706MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S5,klteaio,1704-1856MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy S5,k3g,1792-1796MB,Phone,Samsung Exynos 5422,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S5,lentislteskt,2783-2958MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;23,3.0;3.1
Samsung,Galaxy S5,lentisltektt,2783-2958MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;23,3.0;3.1
Samsung,Galaxy S5,lentisltelgt,2783-2958MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,19;21;23,3.0;3.1
Samsung,Galaxy S5,kwifi,1706MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy S5,kltetfnvzw,1705MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,23,3.0
Samsung,Galaxy S5,klteskt,1703-1853MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S5,klteatt,1704-1856MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
Samsung,Galaxy S5,kltetmo,1704-1856MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
Samsung,Galaxy S5,kltelra,1704-1855MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S5,kltektt,1703MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S5,klteMetroPCS,1704-1856MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;22;23,3.0
Samsung,Galaxy S5,SCL23,1704-1856MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S5,klteduoszn,1704-1871MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,21;23,3.0
Samsung,Galaxy S5,klteacg,1704-1856MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S5,SC-04F,1703-1855MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy S4 Google Play Edition,jgedlte,1807-1821MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,18;19;21;22,3.0
Samsung,Galaxy M30,m30lte,3723MB,Phone,Samsung Exynos 7904,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Samsung,Galaxy On7(2016),on7xeltelgt,2826-2828MB,Phone,Samsung Exynos 7870,1080x1920,480,armeabi-v7a;armeabi,23;24;27,3.1;3.2
Samsung,Galaxy On7(2016),on7xeltektt,2826-2828MB,Phone,Samsung Exynos 7870,1080x1920,480,armeabi-v7a;armeabi,23;24;27,3.1;3.2
Samsung,Galaxy On7(2016),on7xelteskt,2826-2828MB,Phone,Samsung Exynos 7870,1080x1920,480,armeabi-v7a;armeabi,23;24;27,3.1;3.2
Samsung,Galaxy Active neo,SC-01H,1891MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Chromebook Pro,caroline_cheets,3846MB,PC,Intel m3-6y30,2400x1600,240,x86;armeabi-v7a;armeabi,25,3.1
Samsung,SM-J337A,j3toplteatt,1836MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,26,3.1
Samsung,Galaxy Grand Max,grandmax3g,1387-1388MB,Phone,Qualcomm MSM8216,720x1280,320,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Grand Max,grandmaxltechn,1387MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Tab4 8.0,milletltektt,1351-1359MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 8.0,milletwifi,1408MB,Tablet,Qualcomm APQ8026,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 8.0,milletwifiue,1408MB,Tablet,Qualcomm APQ8026,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 8.0,milletltetmo,1354MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 8.0,milletlteatt,1354-1359MB,Tablet,Qualcomm MSM8926,1280x800,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 8.0,millet3g,1370-1376MB,Tablet,Qualcomm MSM8226,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 8.0,milletltelgt,1351-1356MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 8.0,milletltevzw,1354MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab 4 8.0,milletwifikx,1404-1405MB,Tablet,Qualcomm APQ8026,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 8.0,milletlte,1354-1359MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy S10 5G,beyondx,7277MB,Phone,Samsung Exynos 9820,1080x2280,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy Tab E 9.6,gtelltevzw,1383-1384MB,Tablet,Qualcomm MSM8916,800x1280,160,armeabi-v7a;armeabi,22;23;25,3.0
Samsung,Galaxy Tab E 9.6,gtelwifiue,1427-1428MB,Tablet,Qualcomm APQ8016,800x1280,160,armeabi-v7a;armeabi,22;23;25,3.0
Samsung,Galaxy Tab E 9.6,gtel3g,1454MB,Tablet,Spreadtrum SC7730SE,800x1280,160,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Tab E 9.6,gtelwifichn,1454MB,Tablet,Spreadtrum SC7730SE,800x1280,160,armeabi-v7a;armeabi,19,2.0
Samsung,W2016,royceltectc,2916MB,Phone,Samsung Exynos 7420,768x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.1
Samsung,Galaxy M10,m10lte,2814MB,Phone,Samsung Exynos 7870,720x1339,320,armeabi-v7a;armeabi,27,3.2
Samsung,Galaxy Tab Advanced2,gtaxladwifikx,2930MB,Tablet,Samsung Exynos 7870,1200x1920,240,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy Tab A (10.5),gta2xlltecs,2668MB,Tablet,Qualcomm SDM450,1920x1200,240,armeabi-v7a;armeabi,27,3.2
Samsung,"Galaxy Tab A (10.5"")",gta2xlltespr,2668MB,Tablet,Qualcomm SDM450,1200x1920,240,armeabi-v7a;armeabi,27,3.2
Samsung,"Galaxy Tab A (10.5"")",gta2xlltevzw,2668MB,Tablet,Qualcomm SDM450,1200x1920,240,armeabi-v7a;armeabi,27,3.2
Samsung,Galaxy S10,beyond1q,7477MB,Phone,Qualcomm SM8150,1080x2280,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy S10,beyond1,7407MB,Phone,Samsung Exynos 9820,1080x2280,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy S6,zeroflte,2679-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zeroflteaio,2678-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zeroflteskt,2676-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltetmo,2678-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltelgt,2676-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltespr,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltemtr,2678-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zeroflteusc,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltevzw,2678-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltelra,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltebmc,2679-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltechn,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltetfnvzw,2678-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23,3.1
Samsung,Galaxy S6,zeroflteacg,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,SC-05G,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltektt,2676-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zeroflteatt,2679-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S10e,beyond0q,5482MB,Phone,Qualcomm SM8150,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy S10e,beyond0,5400MB,Phone,Samsung Exynos 9820,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy Folder,novelltelgt,1396MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Folder,novelltekx,1396MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Folder,novellteskt,1396MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Folder,novelltektt,1396MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Folder,novel3gskt,1396MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy A8+(2018),jackpot2lte,3699-5711MB,Phone,Samsung Exynos 7885,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
Samsung,Galaxy J1 Mini,j1mini3gxw,705MB,Phone,Spreadtrum SC7727SE,480x800,240,armeabi-v7a;armeabi,22,2.0
Samsung,Galaxy J1 Mini,j1minilte,919MB,Phone,Spreadtrum SC9830I,480x800,240,armeabi-v7a;armeabi,22,2.0
